tarih,aciklama,gelir,gider,kategori
2024-12-30,Geliştirici ekibi maaşları,0,179441,Maaş
2024-12-31,Müşteri A — proje milestone ödemesi,95238,0,Satış
2024-12-31,Figma takım üyeliği,0,8858,Teknoloji
2025-01-02,Telefon faturası,0,7118,Fatura
2025-01-03,Ofis kirası,0,31357,Kira
2025-01-06,Kurumsal yazılım geliştirme,66380,0,Satış
2025-01-07,Web sitesi geliştirme tahsilatı,56145,0,Satış
2025-01-07,Hosting ve domain,0,7734,Teknoloji
2025-01-12,Web sitesi geliştirme tahsilatı,51338,0,Satış
2025-01-12,Figma takım üyeliği,0,9617,Teknoloji
2025-01-16,Hosting ve domain,0,8184,Teknoloji
2025-01-17,Müşteri A — proje milestone ödemesi,56655,0,Satış
2025-01-22,E-ticaret entegrasyon projesi,48912,0,Satış
2025-01-22,Stajyer ödemesi,0,207932,Maaş
2025-01-22,Web reklamı,0,9294,Pazarlama
2025-01-23,Mobil uygulama proje ödemesi,55799,0,Satış
2025-01-25,Kurumsal yazılım geliştirme,67198,0,Satış
2025-01-25,GitHub Enterprise,0,8323,Teknoloji
2025-01-26,LinkedIn premium,0,9316,Pazarlama
2025-01-31,KDV ödemesi,0,19734,Vergi
2025-02-02,Telefon faturası,0,7930,Fatura
2025-02-03,Web sitesi geliştirme tahsilatı,134555,0,Satış
2025-02-03,Hosting ve domain,0,8572,Teknoloji
2025-02-05,Figma takım üyeliği,0,8104,Teknoloji
2025-02-07,Ofis kirası,0,38218,Kira
2025-02-11,Yazılım lisans ödemeleri,0,8134,Teknoloji
2025-02-12,Web reklamı,0,22259,Pazarlama
2025-02-15,Eğitim/workshop geliri,42508,0,Diğer Gelir
2025-02-18,Tasarımcı ve PM maaşları,0,124418,Maaş
2025-02-23,Stopaj vergi,0,18437,Vergi
2025-02-24,Web sitesi geliştirme tahsilatı,160822,0,Satış
2025-02-26,Kurumsal yazılım geliştirme,157363,0,Satış
2025-02-26,GitHub Enterprise,0,10248,Teknoloji
2025-02-28,Tasarımcı ve PM maaşları,0,110318,Maaş
2025-03-02,Web sitesi geliştirme tahsilatı,175898,0,Satış
2025-03-04,Telefon faturası,0,7549,Fatura
2025-03-08,Ofis kirası,0,42934,Kira
2025-03-10,Eğitim/workshop geliri,22255,0,Diğer Gelir
2025-03-10,Stopaj vergi,0,25818,Vergi
2025-03-15,Web reklamı,0,12429,Pazarlama
2025-03-17,Tasarımcı ve PM maaşları,0,235627,Maaş
2025-03-18,Mobil uygulama proje ödemesi,173500,0,Satış
2025-03-18,Reseller komisyon geliri,22362,0,Diğer Gelir
2025-03-19,Hosting ve domain,0,12475,Teknoloji
2025-03-19,Hosting ve domain,0,13418,Teknoloji
2025-03-23,GitHub Enterprise,0,14271,Teknoloji
2025-03-25,E-ticaret entegrasyon projesi,166242,0,Satış
2025-03-25,Web reklamı,0,12089,Pazarlama
