tarih,aciklama,gelir,gider,kategori
2024-08-19,İş yemeği rezervasyonu,14863,0,Satış
2024-08-21,Catering siparişi,18829,0,Satış
2024-08-23,Öğle yemeği servisi,12963,0,Satış
2024-08-23,Kahvaltı servisi,15218,0,Satış
2024-08-23,İçecek toptan satın alma,0,19947,Tedarik
2024-08-23,Influencer iş birliği,0,20666,Pazarlama
2024-08-24,Online sipariş geliri,15159,0,Satış
2024-08-24,Catering siparişi,14653,0,Satış
2024-08-24,Catering siparişi,17938,0,Satış
2024-08-25,Catering siparişi,12830,0,Satış
2024-08-26,Catering siparişi,12937,0,Satış
2024-08-28,İş yemeği rezervasyonu,16822,0,Satış
2024-08-28,Yılbaşı menü geliri,13931,0,Satış
2024-08-28,Kuru gıda toptan alım,0,19067,Tedarik
2024-08-29,Online sipariş geliri,18530,0,Satış
2024-08-31,Tek kullanımlık ambalaj,0,6281,Sarf
2024-09-01,Getir komisyonu,0,6457,Pazarlama
2024-09-02,Doğum günü organizasyonu,14363,0,Satış
2024-09-02,Elektrik faturası,0,11743,Fatura
2024-09-02,Influencer iş birliği,0,7113,Pazarlama
2024-09-03,Yılbaşı menü geliri,16647,0,Satış
2024-09-03,Hafta sonu yoğunluk,17599,0,Satış
2024-09-04,Bayram menüsü satışı,19109,0,Satış
2024-09-06,Bayram menüsü satışı,14660,0,Satış
2024-09-06,Garson ve servis maaşları,0,81626,Maaş
2024-09-08,Hafta sonu yoğunluk,19509,0,Satış
2024-09-08,Baharat ve sos tedarik,0,26421,Tedarik
2024-09-08,Stopaj vergi ödemesi,0,15583,Vergi
2024-09-11,Yılbaşı menü geliri,20371,0,Satış
2024-09-12,Yemeksepeti komisyon iadesi,13552,0,Diğer Gelir
2024-09-12,Instagram reklam harcaması,0,6727,Pazarlama
2024-09-15,Ramazan iftar geliri,15662,0,Satış
2024-09-15,Aylık dükkân kirası,0,30195,Kira
2024-09-17,Online sipariş geliri,14386,0,Satış
2024-09-18,Online sipariş geliri,17475,0,Satış
2024-09-19,Hafta sonu yoğunluk,17354,0,Satış
2024-09-19,Su faturası,0,11779,Fatura
2024-09-21,Mekan kiralama geliri,16495,0,Diğer Gelir
2024-09-22,Catering siparişi,15136,0,Satış
2024-09-22,Öğle yemeği servisi,16129,0,Satış
2024-09-23,İçecek toptan satın alma,0,22444,Tedarik
2024-09-23,Baharat ve sos tedarik,0,26536,Tedarik
2024-09-24,Öğle yemeği servisi,15444,0,Satış
2024-09-25,İş yemeği rezervasyonu,15370,0,Satış
2024-09-25,Baharat ve sos tedarik,0,28251,Tedarik
2024-09-27,Ramazan iftar geliri,14622,0,Satış
2024-09-28,Catering siparişi,15576,0,Satış
2024-09-29,Kahvaltı servisi,18412,0,Satış
2024-09-30,Catering siparişi,20713,0,Satış
2024-09-30,İçecek toptan satın alma,0,26580,Tedarik
2024-09-30,Temizlik malzemeleri,0,16289,Sarf
2024-10-01,Sebze meyve toptan,0,18408,Tedarik
2024-10-01,İnternet aboneliği,0,14037,Fatura
2024-10-03,Sebze meyve toptan,0,21532,Tedarik
2024-10-04,Şef ve mutfak personeli maaşları,0,44343,Maaş
2024-10-04,Influencer iş birliği,0,18262,Pazarlama
2024-10-05,Et ve tavuk alımı,0,20348,Tedarik
2024-10-06,Ramazan iftar geliri,24159,0,Satış
2024-10-08,İş yemeği rezervasyonu,18731,0,Satış
2024-10-08,Baharat ve sos tedarik,0,23640,Tedarik
2024-10-09,Bayram menüsü satışı,20990,0,Satış
2024-10-09,İçecek toptan satın alma,0,19453,Tedarik
2024-10-09,İnternet aboneliği,0,15357,Fatura
2024-10-11,Akşam servisi geliri,19319,0,Satış
2024-10-13,Stopaj vergi ödemesi,0,18627,Vergi
2024-10-14,Hafta sonu yoğunluk,19710,0,Satış
2024-10-15,Ramazan iftar geliri,16989,0,Satış
2024-10-15,Hafta sonu yoğunluk,22922,0,Satış
2024-10-15,Hafta sonu yoğunluk,22070,0,Satış
2024-10-16,Öğle yemeği servisi,24745,0,Satış
2024-10-18,Sponsorluk geliri,33923,0,Diğer Gelir
2024-10-20,Kahvaltı servisi,20554,0,Satış
2024-10-20,Bulaşıkçı ve yardımcı personel,0,46152,Maaş
2024-10-21,Akşam servisi geliri,18850,0,Satış
2024-10-23,Öğle yemeği servisi,17704,0,Satış
2024-10-25,Et ve tavuk alımı,0,21782,Tedarik
2024-10-26,Kahvaltı servisi,20805,0,Satış
2024-10-27,İş yemeği rezervasyonu,18807,0,Satış
2024-10-27,Online sipariş geliri,21792,0,Satış
2024-10-28,Doğum günü organizasyonu,24084,0,Satış
2024-10-28,Aylık dükkân kirası,0,36016,Kira
2024-10-31,Tek kullanımlık ambalaj,0,16469,Sarf
2024-11-01,Bayram menüsü satışı,17593,0,Satış
2024-11-02,Online sipariş geliri,21384,0,Satış
2024-11-03,İş yemeği rezervasyonu,19158,0,Satış
2024-11-04,Hafta sonu yoğunluk,21093,0,Satış
2024-11-04,Tek kullanımlık ambalaj,0,18574,Sarf
2024-11-06,Bayram menüsü satışı,19306,0,Satış
2024-11-07,Bayram menüsü satışı,17352,0,Satış
2024-11-07,İş yemeği rezervasyonu,18162,0,Satış
2024-11-09,Hafta sonu yoğunluk,20879,0,Satış
2024-11-10,Deniz ürünleri tedarik,0,26383,Tedarik
2024-11-11,Hafta sonu yoğunluk,16366,0,Satış
2024-11-11,Mekan kiralama geliri,16785,0,Diğer Gelir
2024-11-11,İçecek toptan satın alma,0,29253,Tedarik
2024-11-11,Garson ve servis maaşları,0,84457,Maaş
2024-11-12,Sponsorluk geliri,16098,0,Diğer Gelir
2024-11-13,Doğal gaz faturası,0,13210,Fatura
2024-11-16,Kahvaltı servisi,17828,0,Satış
2024-11-16,Yılbaşı menü geliri,18518,0,Satış
2024-11-18,İş yemeği rezervasyonu,20092,0,Satış
2024-11-18,İçecek toptan satın alma,0,24078,Tedarik
2024-11-19,Akşam servisi geliri,19251,0,Satış
2024-11-19,Kuru gıda toptan alım,0,25341,Tedarik
2024-11-19,Su faturası,0,13417,Fatura
2024-11-20,Hafta sonu yoğunluk,18689,0,Satış
2024-11-21,Süt ve mandıra ürünleri,0,23997,Tedarik
2024-11-24,Yılbaşı menü geliri,20348,0,Satış
2024-11-25,İş yemeği rezervasyonu,21972,0,Satış
2024-11-26,İşyeri kira ödemesi,0,31865,Kira
2024-11-26,KDV ödemesi,0,17585,Vergi
2024-11-27,Akşam servisi geliri,18872,0,Satış
2024-11-29,Öğle yemeği servisi,16925,0,Satış
2024-11-29,Yemeksepeti komisyonu,0,18990,Pazarlama
2024-11-30,Akşam servisi geliri,15979,0,Satış
2024-12-01,Ramazan iftar geliri,16428,0,Satış
2024-12-02,Öğle yemeği servisi,17495,0,Satış
2024-12-02,Getir komisyonu,0,12455,Pazarlama
2024-12-02,Influencer iş birliği,0,13494,Pazarlama
2024-12-03,Deniz ürünleri tedarik,0,33650,Tedarik
2024-12-05,Akşam servisi geliri,16834,0,Satış
2024-12-07,Öğle yemeği servisi,15881,0,Satış
2024-12-10,İş yemeği rezervasyonu,17687,0,Satış
2024-12-12,Bayram menüsü satışı,22608,0,Satış
2024-12-12,Sebze meyve toptan,0,32093,Tedarik
2024-12-12,Bulaşıkçı ve yardımcı personel,0,56474,Maaş
2024-12-13,Yılbaşı menü geliri,17066,0,Satış
2024-12-13,Ramazan iftar geliri,19769,0,Satış
2024-12-14,Online sipariş geliri,22587,0,Satış
2024-12-14,Online sipariş geliri,17444,0,Satış
2024-12-15,Stopaj vergi ödemesi,0,19762,Vergi
2024-12-16,Akşam servisi geliri,22121,0,Satış
2024-12-16,Hafta sonu yoğunluk,20141,0,Satış
2024-12-16,Doğum günü organizasyonu,18411,0,Satış
2024-12-17,Ramazan iftar geliri,17404,0,Satış
2024-12-17,Bulaşıkçı ve yardımcı personel,0,64995,Maaş
2024-12-18,İş yemeği rezervasyonu,20469,0,Satış
2024-12-18,Temizlik malzemeleri,0,19858,Sarf
2024-12-20,İş yemeği rezervasyonu,19568,0,Satış
2024-12-20,Baharat ve sos tedarik,0,32800,Tedarik
2024-12-23,Yılbaşı menü geliri,22155,0,Satış
2024-12-23,Sponsorluk geliri,10783,0,Diğer Gelir
2024-12-24,Mekan kiralama geliri,11140,0,Diğer Gelir
2024-12-25,Ramazan iftar geliri,20734,0,Satış
2024-12-25,Yemeksepeti komisyon iadesi,13660,0,Diğer Gelir
2024-12-25,Doğal gaz faturası,0,14850,Fatura
2024-12-26,Sebze meyve toptan,0,28205,Tedarik
2024-12-27,Bayram menüsü satışı,15860,0,Satış
2024-12-27,Deniz ürünleri tedarik,0,29350,Tedarik
2024-12-28,Bayram menüsü satışı,23055,0,Satış
2024-12-28,Öğle yemeği servisi,22013,0,Satış
2024-12-28,Aylık dükkân kirası,0,37540,Kira
2024-12-29,Ramazan iftar geliri,19861,0,Satış
2024-12-29,Elektrik faturası,0,16873,Fatura
2025-01-01,Baharat ve sos tedarik,0,14797,Tedarik
2025-01-03,Online sipariş geliri,12700,0,Satış
2025-01-03,Catering siparişi,13400,0,Satış
2025-01-04,Kahvaltı servisi,12486,0,Satış
2025-01-04,Online sipariş geliri,15334,0,Satış
2025-01-04,Yemeksepeti komisyon iadesi,8857,0,Diğer Gelir
2025-01-04,Deniz ürünleri tedarik,0,12827,Tedarik
2025-01-05,Öğle yemeği servisi,14268,0,Satış
2025-01-06,Yılbaşı menü geliri,15049,0,Satış
2025-01-07,Akşam servisi geliri,12455,0,Satış
2025-01-08,Doğal gaz faturası,0,8289,Fatura
2025-01-10,Akşam servisi geliri,17423,0,Satış
2025-01-10,Google Maps öne çıkarma,0,5377,Pazarlama
2025-01-11,Doğum günü organizasyonu,15752,0,Satış
2025-01-12,Sponsorluk geliri,8829,0,Diğer Gelir
2025-01-14,İçecek toptan satın alma,0,16902,Tedarik
