tarih,aciklama,gelir,gider,kategori
2024-02-13,Otel binası kira,0,8912,Kira
2024-02-14,Temizlik kimyasal tedarik,0,4476,Tedarik
2024-02-14,Transfer ve servis araç yakıt,0,2305,Lojistik
2024-02-15,Restoran ve bar geliri,8031,0,Satış
2024-02-16,Tur ve transfer geliri,6938,0,Satış
2024-02-16,Elektrik (yüksek tüketim),0,2241,Fatura
2024-02-17,Spa ve havuz hizmet geliri,7589,0,Satış
2024-02-17,Toplantı ve etkinlik salonu geliri,7131,0,Satış
2024-02-17,Gıda tedariği,0,5050,Tedarik
2024-02-17,Elektrik (yüksek tüketim),0,2645,Fatura
2024-02-18,Toplantı ve etkinlik salonu geliri,7353,0,Satış
2024-02-18,Klima bakımı,0,4434,Üretim
2024-02-20,Tur ve transfer geliri,5978,0,Satış
2024-02-20,Restoran ve bar geliri,7589,0,Satış
2024-02-20,Elektrik (yüksek tüketim),0,2691,Fatura
2024-02-23,Otel konaklama geliri,6521,0,Satış
2024-02-24,Online rezervasyon tahsilatı (Booking),7895,0,Satış
2024-02-24,Toplantı ve etkinlik salonu geliri,7305,0,Satış
2024-02-24,Toplantı ve etkinlik salonu geliri,7585,0,Satış
2024-02-24,Online rezervasyon tahsilatı (Booking),8168,0,Satış
2024-02-24,Su faturası,0,2585,Fatura
2024-02-27,Restoran ve bar geliri,5765,0,Satış
2024-02-28,Tur operatörü komisyonu,0,3767,Pazarlama
2024-02-29,Gıda tedariği,0,3888,Tedarik
2024-03-01,Lojistik ödemeleri,0,3345,Lojistik
2024-03-02,Toplantı ve etkinlik salonu geliri,19925,0,Satış
2024-03-02,Yönetici kadro maaşları,0,29862,Maaş
2024-03-02,Transfer ve servis araç yakıt,0,3288,Lojistik
2024-03-03,Online rezervasyon tahsilatı (Booking),20165,0,Satış
2024-03-05,İçecek toptan alımı,0,7954,Tedarik
2024-03-05,Klima bakımı,0,2884,Üretim
2024-03-06,Lojistik ödemeleri,0,2785,Lojistik
2024-03-07,Elektrik (yüksek tüketim),0,4552,Fatura
2024-03-08,Çamaşır ve tekstil,0,7531,Tedarik
2024-03-08,Expedia komisyonu,0,5073,Pazarlama
2024-03-08,Su faturası,0,4633,Fatura
2024-03-10,Google Ads,0,5224,Pazarlama
2024-03-10,Tesis bakım ve onarım,0,2698,Üretim
2024-03-11,Spa ve havuz hizmet geliri,20279,0,Satış
2024-03-12,Elektrik (yüksek tüketim),0,5455,Fatura
2024-03-13,Restoran ve bar geliri,24768,0,Satış
2024-03-16,Online rezervasyon tahsilatı (Booking),27992,0,Satış
2024-03-16,Otel konaklama geliri,22746,0,Satış
2024-03-16,Google Ads,0,5289,Pazarlama
2024-03-17,Sezonluk personel ücretleri,0,27130,Maaş
2024-03-19,Restoran ve bar geliri,19827,0,Satış
2024-03-20,Google Ads,0,5469,Pazarlama
2024-03-21,Gıda tedariği,0,7777,Tedarik
2024-03-24,Temizlik kimyasal tedarik,0,7312,Tedarik
2024-03-25,Otel konaklama geliri,26607,0,Satış
2024-03-25,Yer kirası,0,16369,Kira
2024-03-25,Klima bakımı,0,2515,Üretim
2024-03-28,Online rezervasyon tahsilatı (Booking),19898,0,Satış
2024-03-28,Müşteri sorumluluk sigortası,0,7946,Sigorta
2024-03-29,Otel konaklama geliri,25658,0,Satış
2024-03-30,Doğal gaz,0,4175,Fatura
2024-03-30,Konaklama vergisi,0,9500,Vergi
2024-03-31,Gıda tedariği,0,9812,Tedarik
2024-04-01,Yer kirası,0,27685,Kira
2024-04-02,Müşteri sorumluluk sigortası,0,16002,Sigorta
2024-04-03,Spa ve havuz hizmet geliri,39060,0,Satış
2024-04-03,Temizlik kimyasal tedarik,0,10326,Tedarik
2024-04-04,Sponsor anlaşma geliri,16348,0,Diğer Gelir
2024-04-04,Çamaşır ve tekstil,0,9083,Tedarik
2024-04-04,Gıda tedariği,0,10443,Tedarik
2024-04-09,Restoran ve bar geliri,52651,0,Satış
2024-04-09,Su faturası,0,11866,Fatura
2024-04-11,Gıda tedariği,0,10194,Tedarik
2024-04-11,Expedia komisyonu,0,13310,Pazarlama
2024-04-11,Klima bakımı,0,5267,Üretim
2024-04-13,Toplantı ve etkinlik salonu geliri,45550,0,Satış
2024-04-13,Booking komisyonu,0,12139,Pazarlama
2024-04-13,Klima bakımı,0,5257,Üretim
2024-04-14,Hediyelik eşya satışı,16620,0,Diğer Gelir
2024-04-15,Çamaşır ve tekstil,0,10948,Tedarik
2024-04-17,Spa ve havuz hizmet geliri,53208,0,Satış
2024-04-17,Toplantı ve etkinlik salonu geliri,49717,0,Satış
2024-04-20,Booking komisyonu,0,13736,Pazarlama
2024-04-20,Klima bakımı,0,4400,Üretim
2024-04-21,Elektrik (yüksek tüketim),0,13512,Fatura
2024-04-21,Transfer ve servis araç yakıt,0,5592,Lojistik
2024-04-22,Sezonluk personel ücretleri,0,53452,Maaş
2024-04-22,Lojistik ödemeleri,0,6771,Lojistik
2024-04-23,Online rezervasyon tahsilatı (Booking),48726,0,Satış
2024-04-23,Restoran ve bar geliri,52042,0,Satış
2024-04-23,Su faturası,0,10961,Fatura
2024-04-24,Tur ve transfer geliri,45651,0,Satış
2024-04-24,Transfer ve servis araç yakıt,0,7241,Lojistik
2024-04-25,İçecek toptan alımı,0,10386,Tedarik
2024-04-26,Çamaşır ve tekstil,0,9449,Tedarik
2024-04-27,Otel konaklama geliri,48393,0,Satış
2024-04-27,Tur ve transfer geliri,39826,0,Satış
2024-04-27,Gıda tedariği,0,11349,Tedarik
2024-04-30,Resepsiyon ve kat hizmetleri maaşları,0,53048,Maaş
2024-04-30,KDV,0,18958,Vergi
2024-05-01,Temizlik kimyasal tedarik,0,17452,Tedarik
2024-05-02,Spa ve havuz hizmet geliri,50645,0,Satış
2024-05-03,Restoran ve bar geliri,37169,0,Satış
2024-05-03,Online rezervasyon tahsilatı (Booking),44845,0,Satış
2024-05-06,Expedia komisyonu,0,22062,Pazarlama
2024-05-07,Restoran ve bar geliri,41522,0,Satış
2024-05-08,Tur ve transfer geliri,52948,0,Satış
2024-05-08,Online rezervasyon tahsilatı (Booking),36109,0,Satış
2024-05-09,Otel konaklama geliri,49254,0,Satış
2024-05-09,Gıda tedariği,0,15626,Tedarik
2024-05-10,İnternet,0,20607,Fatura
2024-05-11,Mutfak personeli maaşları,0,112108,Maaş
2024-05-12,Gıda tedariği,0,19014,Tedarik
2024-05-13,Otel konaklama geliri,52421,0,Satış
2024-05-13,Restoran ve bar geliri,46110,0,Satış
2024-05-13,Sponsor anlaşma geliri,63337,0,Diğer Gelir
2024-05-13,Klima bakımı,0,24001,Üretim
2024-05-15,Konaklama vergisi,0,34168,Vergi
2024-05-16,Spa ve havuz hizmet geliri,41350,0,Satış
2024-05-16,Temizlik kimyasal tedarik,0,17656,Tedarik
2024-05-16,Google Ads,0,18909,Pazarlama
2024-05-17,Spa ve havuz hizmet geliri,39366,0,Satış
2024-05-18,Tur ve transfer geliri,37851,0,Satış
2024-05-18,Tur ve transfer geliri,42554,0,Satış
2024-05-19,Temizlik kimyasal tedarik,0,16750,Tedarik
2024-05-19,Lojistik ödemeleri,0,14746,Lojistik
2024-05-19,Lojistik ödemeleri,0,16588,Lojistik
2024-05-20,Tur ve transfer geliri,46992,0,Satış
2024-05-21,Temizlik kimyasal tedarik,0,15784,Tedarik
2024-05-22,Yönetici kadro maaşları,0,113174,Maaş
2024-05-23,Temizlik kimyasal tedarik,0,17776,Tedarik
2024-05-24,Toplantı ve etkinlik salonu geliri,41653,0,Satış
2024-05-25,İnternet,0,18268,Fatura
2024-05-26,Otel konaklama geliri,38529,0,Satış
2024-05-26,Tur ve transfer geliri,45308,0,Satış
2024-05-26,Gıda tedariği,0,16352,Tedarik
2024-05-27,Tur operatörü komisyonu,0,22636,Pazarlama
2024-05-30,Yer kirası,0,44120,Kira
2024-05-31,Su faturası,0,22591,Fatura
2024-06-02,Tur ve transfer geliri,62362,0,Satış
2024-06-03,Temizlik kimyasal tedarik,0,23740,Tedarik
2024-06-04,Su faturası,0,30538,Fatura
2024-06-06,Toplantı ve etkinlik salonu geliri,57697,0,Satış
2024-06-06,Yönetici kadro maaşları,0,129850,Maaş
2024-06-07,Spa ve havuz hizmet geliri,66724,0,Satış
2024-06-07,Elektrik (yüksek tüketim),0,33605,Fatura
2024-06-08,Çamaşır ve tekstil,0,27668,Tedarik
2024-06-09,Tur ve transfer geliri,71592,0,Satış
2024-06-10,Spa ve havuz hizmet geliri,61189,0,Satış
2024-06-10,Yönetici kadro maaşları,0,147499,Maaş
2024-06-11,Restoran ve bar geliri,72532,0,Satış
2024-06-11,Çamaşır ve tekstil,0,23357,Tedarik
2024-06-13,Restoran ve bar geliri,75167,0,Satış
2024-06-15,Restoran ve bar geliri,61444,0,Satış
2024-06-15,Google Ads,0,21306,Pazarlama
2024-06-16,Otel konaklama geliri,69275,0,Satış
2024-06-16,Hediyelik eşya satışı,40942,0,Diğer Gelir
2024-06-16,İçecek toptan alımı,0,25512,Tedarik
2024-06-16,Yer kirası,0,70781,Kira
2024-06-18,Çamaşır ve tekstil,0,24165,Tedarik
2024-06-18,Lojistik ödemeleri,0,50741,Lojistik
2024-06-19,İçecek toptan alımı,0,24935,Tedarik
2024-06-19,Konaklama vergisi,0,46195,Vergi
2024-06-20,Tur ve transfer geliri,73684,0,Satış
2024-06-20,Otel konaklama geliri,52803,0,Satış
2024-06-20,Spa ve havuz hizmet geliri,54137,0,Satış
2024-06-20,Expedia komisyonu,0,20885,Pazarlama
2024-06-20,Expedia komisyonu,0,20609,Pazarlama
2024-06-21,İnternet,0,26460,Fatura
2024-06-22,Otel konaklama geliri,52351,0,Satış
2024-06-22,Tesis bakım ve onarım,0,12690,Üretim
2024-06-23,Spa ve havuz hizmet geliri,66270,0,Satış
2024-06-23,Temizlik kimyasal tedarik,0,26559,Tedarik
2024-06-24,Spa ve havuz hizmet geliri,75563,0,Satış
2024-06-24,Hediyelik eşya satışı,51387,0,Diğer Gelir
2024-06-26,Online rezervasyon tahsilatı (Booking),75547,0,Satış
2024-06-26,Google Ads,0,25565,Pazarlama
2024-06-27,Müşteri sorumluluk sigortası,0,36421,Sigorta
2024-06-27,Tesis bakım ve onarım,0,11342,Üretim
2024-06-29,Toplantı ve etkinlik salonu geliri,69637,0,Satış
2024-06-29,Klima bakımı,0,13186,Üretim
2024-06-30,Spa ve havuz hizmet geliri,58556,0,Satış
2024-06-30,İçecek toptan alımı,0,26822,Tedarik
2024-07-01,Çamaşır ve tekstil,0,33204,Tedarik
2024-07-01,Elektrik (yüksek tüketim),0,35302,Fatura
2024-07-01,Transfer ve servis araç yakıt,0,28363,Lojistik
2024-07-02,Toplantı ve etkinlik salonu geliri,125090,0,Satış
2024-07-02,İçecek toptan alımı,0,28342,Tedarik
2024-07-05,Otel konaklama geliri,108180,0,Satış
2024-07-05,Toplantı ve etkinlik salonu geliri,126538,0,Satış
2024-07-05,Elektrik (yüksek tüketim),0,33260,Fatura
2024-07-06,Otel konaklama geliri,109198,0,Satış
2024-07-07,Otel konaklama geliri,116526,0,Satış
2024-07-07,Spa ve havuz hizmet geliri,104797,0,Satış
2024-07-07,Sponsor anlaşma geliri,103320,0,Diğer Gelir
2024-07-08,Tur ve transfer geliri,108802,0,Satış
2024-07-08,Çamaşır ve tekstil,0,29750,Tedarik
2024-07-08,Çamaşır ve tekstil,0,32483,Tedarik
2024-07-10,Restoran ve bar geliri,92601,0,Satış
2024-07-10,Resepsiyon ve kat hizmetleri maaşları,0,206031,Maaş
2024-07-10,Expedia komisyonu,0,56506,Pazarlama
2024-07-11,Otel konaklama geliri,92968,0,Satış
2024-07-12,Otel konaklama geliri,121039,0,Satış
2024-07-15,Elektrik (yüksek tüketim),0,43315,Fatura
2024-07-17,KDV,0,49080,Vergi
2024-07-19,Toplantı ve etkinlik salonu geliri,106165,0,Satış
2024-07-19,Otel binası kira,0,80904,Kira
2024-07-20,Mutfak personeli maaşları,0,178460,Maaş
2024-07-20,Google Ads,0,55947,Pazarlama
2024-07-21,Çamaşır ve tekstil,0,28857,Tedarik
2024-07-22,Müşteri sorumluluk sigortası,0,52210,Sigorta
2024-07-26,Lojistik ödemeleri,0,28436,Lojistik
2024-07-27,Tesis bakım ve onarım,0,51068,Üretim
2024-07-28,İçecek toptan alımı,0,30190,Tedarik
2024-07-29,Spa ve havuz hizmet geliri,103037,0,Satış
2024-07-29,Tur ve transfer geliri,120596,0,Satış
2024-07-29,Çamaşır ve tekstil,0,28499,Tedarik
2024-07-29,Gıda tedariği,0,28482,Tedarik
2024-08-01,Çamaşır ve tekstil,0,33532,Tedarik
2024-08-01,Konaklama vergisi,0,58820,Vergi
2024-08-01,Lojistik ödemeleri,0,58063,Lojistik
2024-08-03,Elektrik (yüksek tüketim),0,28711,Fatura
2024-08-03,Otel sigorta poliçesi,0,37242,Sigorta
2024-08-03,Tesis bakım ve onarım,0,38041,Üretim
2024-08-05,Otel konaklama geliri,157588,0,Satış
2024-08-05,Mutfak personeli maaşları,0,322585,Maaş
2024-08-05,Çamaşır ve tekstil,0,31259,Tedarik
2024-08-05,Elektrik (yüksek tüketim),0,28299,Fatura
2024-08-09,Spa ve havuz hizmet geliri,136012,0,Satış
2024-08-09,Yer kirası,0,77772,Kira
2024-08-10,Gıda tedariği,0,34724,Tedarik
2024-08-10,Doğal gaz,0,23397,Fatura
2024-08-12,İnternet,0,28823,Fatura
2024-08-13,Tur ve transfer geliri,143556,0,Satış
2024-08-15,Hediyelik eşya satışı,43706,0,Diğer Gelir
2024-08-17,Online rezervasyon tahsilatı (Booking),121099,0,Satış
2024-08-17,Online rezervasyon tahsilatı (Booking),115362,0,Satış
2024-08-19,Tur ve transfer geliri,124855,0,Satış
2024-08-19,Restoran ve bar geliri,144587,0,Satış
2024-08-20,Hediyelik eşya satışı,41417,0,Diğer Gelir
2024-08-20,Çamaşır ve tekstil,0,29509,Tedarik
2024-08-22,Tur ve transfer geliri,114676,0,Satış
2024-08-22,Tur operatörü komisyonu,0,37592,Pazarlama
2024-08-23,Çamaşır ve tekstil,0,31963,Tedarik
2024-08-24,İçecek toptan alımı,0,38262,Tedarik
2024-08-26,Gıda tedariği,0,33373,Tedarik
2024-08-28,Tur ve transfer geliri,129117,0,Satış
2024-08-30,Google Ads,0,32079,Pazarlama
2024-08-30,Google Ads,0,41171,Pazarlama
2024-08-31,Online rezervasyon tahsilatı (Booking),148242,0,Satış
2024-09-01,Otel konaklama geliri,36638,0,Satış
2024-09-01,Restoran ve bar geliri,44415,0,Satış
2024-09-01,Çamaşır ve tekstil,0,15535,Tedarik
2024-09-02,Elektrik (yüksek tüketim),0,37004,Fatura
2024-09-03,Toplantı ve etkinlik salonu geliri,43634,0,Satış
2024-09-03,Gıda tedariği,0,18404,Tedarik
2024-09-03,Gıda tedariği,0,17194,Tedarik
2024-09-03,Transfer ve servis araç yakıt,0,31958,Lojistik
2024-09-04,Tur ve transfer geliri,51107,0,Satış
2024-09-05,KDV,0,31278,Vergi
2024-09-07,Spa ve havuz hizmet geliri,52214,0,Satış
2024-09-08,Gıda tedariği,0,18842,Tedarik
2024-09-09,Toplantı ve etkinlik salonu geliri,39610,0,Satış
2024-09-09,Tur ve transfer geliri,49125,0,Satış
2024-09-09,Tur operatörü komisyonu,0,31869,Pazarlama
2024-09-10,Online rezervasyon tahsilatı (Booking),45976,0,Satış
2024-09-11,Restoran ve bar geliri,45445,0,Satış
2024-09-11,Yönetici kadro maaşları,0,98941,Maaş
2024-09-13,Tur ve transfer geliri,50238,0,Satış
2024-09-15,Restoran ve bar geliri,36886,0,Satış
2024-09-15,Tur ve transfer geliri,43746,0,Satış
2024-09-17,Toplantı ve etkinlik salonu geliri,40406,0,Satış
2024-09-17,Tur ve transfer geliri,47693,0,Satış
2024-09-17,Çamaşır ve tekstil,0,19474,Tedarik
2024-09-17,Klima bakımı,0,23761,Üretim
2024-09-18,Tur ve transfer geliri,49866,0,Satış
2024-09-19,Otel sigorta poliçesi,0,25941,Sigorta
2024-09-21,Çamaşır ve tekstil,0,15634,Tedarik
2024-09-22,Yönetici kadro maaşları,0,120440,Maaş
2024-09-23,Tur ve transfer geliri,38730,0,Satış
2024-09-25,Tur operatörü komisyonu,0,28347,Pazarlama
2024-09-26,İnternet,0,31420,Fatura
2024-09-27,Otel binası kira,0,48908,Kira
2024-09-30,Spa ve havuz hizmet geliri,44095,0,Satış
2024-09-30,Spa ve havuz hizmet geliri,42038,0,Satış
2024-09-30,Temizlik kimyasal tedarik,0,17067,Tedarik
2024-09-30,Temizlik kimyasal tedarik,0,19231,Tedarik
2024-10-01,İçecek toptan alımı,0,13962,Tedarik
2024-10-01,Gıda tedariği,0,14084,Tedarik
2024-10-02,Restoran ve bar geliri,33481,0,Satış
2024-10-02,Online rezervasyon tahsilatı (Booking),31547,0,Satış
2024-10-03,Spa ve havuz hizmet geliri,33854,0,Satış
2024-10-03,Çamaşır ve tekstil,0,14455,Tedarik
2024-10-04,Toplantı ve etkinlik salonu geliri,32953,0,Satış
2024-10-05,Restoran ve bar geliri,25412,0,Satış
2024-10-05,Hediyelik eşya satışı,21682,0,Diğer Gelir
2024-10-10,Gıda tedariği,0,11100,Tedarik
2024-10-11,Tur ve transfer geliri,30164,0,Satış
2024-10-12,Lojistik ödemeleri,0,6847,Lojistik
2024-10-13,Toplantı ve etkinlik salonu geliri,27318,0,Satış
2024-10-14,Online rezervasyon tahsilatı (Booking),36992,0,Satış
2024-10-14,Otel konaklama geliri,31943,0,Satış
2024-10-15,Online rezervasyon tahsilatı (Booking),26260,0,Satış
2024-10-15,Klima bakımı,0,6073,Üretim
2024-10-17,Google Ads,0,19347,Pazarlama
2024-10-17,Klima bakımı,0,5755,Üretim
2024-10-19,Toplantı ve etkinlik salonu geliri,27843,0,Satış
2024-10-19,Yer kirası,0,32857,Kira
2024-10-20,Klima bakımı,0,5798,Üretim
2024-10-21,Restoran ve bar geliri,25326,0,Satış
2024-10-22,Tur operatörü komisyonu,0,23387,Pazarlama
2024-10-23,Online rezervasyon tahsilatı (Booking),35420,0,Satış
2024-10-23,Toplantı ve etkinlik salonu geliri,28098,0,Satış
2024-10-23,Transfer ve servis araç yakıt,0,6339,Lojistik
2024-10-24,Doğal gaz,0,15029,Fatura
2024-10-25,Doğal gaz,0,12324,Fatura
2024-10-25,Elektrik (yüksek tüketim),0,13713,Fatura
2024-10-26,Temizlik kimyasal tedarik,0,13522,Tedarik
2024-10-26,İçecek toptan alımı,0,12750,Tedarik
2024-10-26,Konaklama vergisi,0,23503,Vergi
2024-10-28,Sponsor anlaşma geliri,18799,0,Diğer Gelir
2024-10-28,Yönetici kadro maaşları,0,69273,Maaş
2024-10-29,Restoran ve bar geliri,33982,0,Satış
2024-10-29,Online rezervasyon tahsilatı (Booking),33130,0,Satış
2024-10-29,Transfer ve servis araç yakıt,0,7329,Lojistik
2024-10-30,Mutfak personeli maaşları,0,57761,Maaş
2024-10-30,Gıda tedariği,0,13563,Tedarik
2024-11-01,Restoran ve bar geliri,12179,0,Satış
2024-11-03,Spa ve havuz hizmet geliri,14754,0,Satış
2024-11-04,Online rezervasyon tahsilatı (Booking),11643,0,Satış
2024-11-05,Google Ads,0,4811,Pazarlama
2024-11-06,Toplantı ve etkinlik salonu geliri,11879,0,Satış
2024-11-06,Transfer ve servis araç yakıt,0,3408,Lojistik
2024-11-09,Tesis bakım ve onarım,0,1646,Üretim
2024-11-10,Sezonluk personel ücretleri,0,46626,Maaş
2024-11-11,Online rezervasyon tahsilatı (Booking),11253,0,Satış
2024-11-11,İçecek toptan alımı,0,6167,Tedarik
2024-11-11,Tur operatörü komisyonu,0,5098,Pazarlama
2024-11-12,Otel binası kira,0,9607,Kira
2024-11-12,Tesis bakım ve onarım,0,1976,Üretim
2024-11-13,Hediyelik eşya satışı,11978,0,Diğer Gelir
2024-11-16,Restoran ve bar geliri,10765,0,Satış
2024-11-17,Temizlik kimyasal tedarik,0,5163,Tedarik
2024-11-17,Doğal gaz,0,6628,Fatura
2024-11-17,Transfer ve servis araç yakıt,0,3357,Lojistik
2024-11-18,Restoran ve bar geliri,11712,0,Satış
2024-11-18,Klima bakımı,0,1982,Üretim
2024-11-19,Tur ve transfer geliri,12255,0,Satış
2024-11-19,Online rezervasyon tahsilatı (Booking),12759,0,Satış
2024-11-20,Doğal gaz,0,7583,Fatura
2024-11-21,Google Ads,0,4116,Pazarlama
2024-11-21,Müşteri sorumluluk sigortası,0,5775,Sigorta
2024-11-22,Gıda tedariği,0,5574,Tedarik
2024-11-22,Konaklama vergisi,0,7581,Vergi
2024-11-23,Online rezervasyon tahsilatı (Booking),12165,0,Satış
2024-11-28,Otel konaklama geliri,11553,0,Satış
2024-11-29,Otel konaklama geliri,12860,0,Satış
2024-11-29,Tur ve transfer geliri,14123,0,Satış
2024-11-29,İçecek toptan alımı,0,6313,Tedarik
2024-11-30,Temizlik kimyasal tedarik,0,5914,Tedarik
2024-12-02,İçecek toptan alımı,0,5128,Tedarik
2024-12-02,Elektrik (yüksek tüketim),0,4522,Fatura
2024-12-03,Otel konaklama geliri,13113,0,Satış
2024-12-04,Sezonluk personel ücretleri,0,36820,Maaş
2024-12-05,Otel konaklama geliri,12705,0,Satış
2024-12-05,Lojistik ödemeleri,0,2429,Lojistik
2024-12-06,İçecek toptan alımı,0,6104,Tedarik
2024-12-07,Tur ve transfer geliri,16375,0,Satış
2024-12-07,Expedia komisyonu,0,2946,Pazarlama
2024-12-11,Google Ads,0,2512,Pazarlama
2024-12-11,Tesis bakım ve onarım,0,4367,Üretim
2024-12-12,Yer kirası,0,7858,Kira
2024-12-13,Su faturası,0,5427,Fatura
2024-12-18,Online rezervasyon tahsilatı (Booking),16214,0,Satış
2024-12-18,Lojistik ödemeleri,0,2357,Lojistik
2024-12-19,Tur operatörü komisyonu,0,2404,Pazarlama
2024-12-19,Otel sigorta poliçesi,0,4638,Sigorta
2024-12-20,Online rezervasyon tahsilatı (Booking),18360,0,Satış
2024-12-20,İçecek toptan alımı,0,5351,Tedarik
2024-12-21,Spa ve havuz hizmet geliri,13252,0,Satış
2024-12-23,Online rezervasyon tahsilatı (Booking),15502,0,Satış
2024-12-24,Tur ve transfer geliri,14247,0,Satış
2024-12-25,Sponsor anlaşma geliri,9977,0,Diğer Gelir
2024-12-25,Google Ads,0,2847,Pazarlama
2024-12-28,Konaklama vergisi,0,5136,Vergi
2024-12-30,Gıda tedariği,0,6348,Tedarik
2025-01-01,Otel konaklama geliri,6902,0,Satış
2025-01-01,Konaklama vergisi,0,5335,Vergi
2025-01-03,Spa ve havuz hizmet geliri,6410,0,Satış
2025-01-03,Spa ve havuz hizmet geliri,8415,0,Satış
2025-01-04,Temizlik kimyasal tedarik,0,2627,Tedarik
2025-01-04,Çamaşır ve tekstil,0,2928,Tedarik
2025-01-05,Otel konaklama geliri,6967,0,Satış
2025-01-05,Toplantı ve etkinlik salonu geliri,7452,0,Satış
2025-01-05,Mutfak personeli maaşları,0,33097,Maaş
2025-01-07,Müşteri sorumluluk sigortası,0,4492,Sigorta
2025-01-08,Restoran ve bar geliri,6963,0,Satış
2025-01-08,Otel konaklama geliri,7208,0,Satış
2025-01-09,Otel konaklama geliri,7496,0,Satış
2025-01-10,Online rezervasyon tahsilatı (Booking),7559,0,Satış
2025-01-10,Online rezervasyon tahsilatı (Booking),8093,0,Satış
2025-01-10,Su faturası,0,2704,Fatura
2025-01-11,İçecek toptan alımı,0,3062,Tedarik
2025-01-12,Klima bakımı,0,3997,Üretim
2025-01-13,Toplantı ve etkinlik salonu geliri,6034,0,Satış
2025-01-13,Transfer ve servis araç yakıt,0,2514,Lojistik
2025-01-14,İçecek toptan alımı,0,3159,Tedarik
2025-01-14,Expedia komisyonu,0,3612,Pazarlama
2025-01-15,Google Ads,0,3492,Pazarlama
2025-01-16,Toplantı ve etkinlik salonu geliri,8262,0,Satış
2025-01-16,Tur ve transfer geliri,6371,0,Satış
2025-01-19,Hediyelik eşya satışı,10388,0,Diğer Gelir
2025-01-20,Su faturası,0,2423,Fatura
2025-01-21,Gıda tedariği,0,2975,Tedarik
2025-01-23,Gıda tedariği,0,2421,Tedarik
2025-01-24,Elektrik (yüksek tüketim),0,2645,Fatura
2025-01-26,Temizlik kimyasal tedarik,0,2613,Tedarik
2025-01-26,Transfer ve servis araç yakıt,0,2912,Lojistik
2025-01-29,Spa ve havuz hizmet geliri,7473,0,Satış
2025-01-29,Otel binası kira,0,8889,Kira
2025-01-30,Otel konaklama geliri,8834,0,Satış
2025-01-30,Gıda tedariği,0,2685,Tedarik
2025-01-30,Expedia komisyonu,0,3427,Pazarlama
2025-01-31,Spa ve havuz hizmet geliri,8389,0,Satış
