tarih,aciklama,gelir,gider,kategori
2024-06-06,Müşteri ziyaret giderleri,0,2592,Lojistik
2024-06-07,Ticari gayrimenkul komisyonu,55846,0,Satış
2024-06-08,Araç yakıt,0,2782,Lojistik
2024-06-15,Araç yakıt,0,3009,Lojistik
2024-06-16,Satış komisyon tahsilatı,68943,0,Satış
2024-06-17,Google Ads kampanya,0,25803,Pazarlama
2024-06-18,İnternet,0,12822,Fatura
2024-06-21,Ticari gayrimenkul komisyonu,52055,0,Satış
2024-06-23,Instagram reklam,0,24863,Pazarlama
2024-06-24,CRM yazılım abonelik,0,5178,Teknoloji
2024-06-25,Değerleme raporu ücreti,12024,0,Diğer Gelir
2024-06-26,Ofis kirası (cadde dükkan),0,36869,Kira
2024-06-28,Stopaj,0,12286,Vergi
2024-06-30,Yatırımcıya konut tahsis komisyonu,62614,0,Satış
2024-06-30,Tapu işlem danışmanlık,11550,0,Diğer Gelir
2024-07-02,İnternet,0,3031,Fatura
2024-07-04,Ticari gayrimenkul komisyonu,40004,0,Satış
2024-07-06,Sahibinden.com ilan paketi,0,11702,Pazarlama
2024-07-07,Sahibinden.com ilan paketi,0,9362,Pazarlama
2024-07-08,Araç yakıt,0,2038,Lojistik
2024-07-09,Aylık portföy yönetim,37254,0,Satış
2024-07-09,Emlak danışmanı sabit maaşı,0,32084,Maaş
2024-07-13,CRM yazılım abonelik,0,3549,Teknoloji
2024-07-15,Kiralık komisyon,33876,0,Satış
2024-07-15,Yatırımcıya konut tahsis komisyonu,36416,0,Satış
2024-07-15,Instagram reklam,0,11827,Pazarlama
2024-07-15,Elektrik,0,3115,Fatura
2024-07-15,Stopaj,0,11128,Vergi
2024-07-19,Satış komisyon tahsilatı,30282,0,Satış
2024-07-20,Ofis kirası (cadde dükkan),0,29762,Kira
2024-07-20,Araç yakıt,0,2627,Lojistik
2024-07-21,Araç yakıt,0,2078,Lojistik
2024-07-23,İnternet,0,3315,Fatura
2024-07-24,Değerleme raporu ücreti,19072,0,Diğer Gelir
2024-07-25,Kiralık komisyon,38912,0,Satış
2024-07-25,Asistan maaşı,0,38243,Maaş
2024-07-28,Instagram reklam,0,9896,Pazarlama
2024-08-05,Google Ads kampanya,0,22460,Pazarlama
2024-08-07,Satış komisyon tahsilatı,77033,0,Satış
2024-08-07,Tapu işlem danışmanlık,13501,0,Diğer Gelir
2024-08-08,Araç yakıt,0,2564,Lojistik
2024-08-09,Ofis kirası (cadde dükkan),0,31820,Kira
2024-08-11,Stopaj,0,11267,Vergi
2024-08-12,Araç yakıt,0,2569,Lojistik
2024-08-13,Telefon,0,7841,Fatura
2024-08-15,Google Ads kampanya,0,23695,Pazarlama
2024-08-18,Kiralık komisyon,86705,0,Satış
2024-08-25,Araç yakıt,0,2533,Lojistik
2024-08-27,Aylık portföy yönetim,59790,0,Satış
2024-08-27,CRM yazılım abonelik,0,3857,Teknoloji
2024-08-28,Asistan maaşı,0,78077,Maaş
2024-09-01,Müşteri ziyaret giderleri,0,3036,Lojistik
2024-09-02,Stopaj,0,12389,Vergi
2024-09-03,Müşteri ziyaret giderleri,0,2741,Lojistik
2024-09-04,Yatırımcıya konut tahsis komisyonu,43834,0,Satış
2024-09-05,Sahibinden.com ilan paketi,0,11216,Pazarlama
2024-09-06,Aylık portföy yönetim,43969,0,Satış
2024-09-07,Telefon,0,11490,Fatura
2024-09-08,Instagram reklam,0,11660,Pazarlama
2024-09-10,Satış komisyon tahsilatı,46914,0,Satış
2024-09-10,Instagram reklam,0,11033,Pazarlama
2024-09-12,Kiralık komisyon,42566,0,Satış
2024-09-19,Aylık portföy yönetim,53355,0,Satış
2024-09-21,Ticari gayrimenkul komisyonu,54075,0,Satış
2024-09-25,Emlak danışmanı sabit maaşı,0,74216,Maaş
2024-09-29,Ofis kirası (cadde dükkan),0,37599,Kira
2024-09-29,Araç yakıt,0,2689,Lojistik
2024-09-29,CRM yazılım abonelik,0,4465,Teknoloji
2024-09-30,Hepsiemlak ilan ücreti,0,10604,Pazarlama
2024-09-30,Hepsiemlak ilan ücreti,0,9143,Pazarlama
2024-10-01,Yatırımcıya konut tahsis komisyonu,59221,0,Satış
2024-10-02,Müşteri ziyaret giderleri,0,2878,Lojistik
2024-10-03,Ticari gayrimenkul komisyonu,79357,0,Satış
2024-10-04,Instagram reklam,0,30750,Pazarlama
2024-10-08,Instagram reklam,0,27795,Pazarlama
2024-10-09,CRM yazılım abonelik,0,4359,Teknoloji
2024-10-10,Yatırımcıya konut tahsis komisyonu,67324,0,Satış
2024-10-11,Telefon,0,10394,Fatura
2024-10-13,KDV ödemesi,0,14019,Vergi
2024-10-15,Ofis kirası (cadde dükkan),0,40086,Kira
2024-10-17,Müşteri ziyaret giderleri,0,2934,Lojistik
2024-10-20,Satış komisyon tahsilatı,56949,0,Satış
2024-10-21,Değerleme raporu ücreti,10420,0,Diğer Gelir
2024-10-25,Tapu işlem danışmanlık,8906,0,Diğer Gelir
2024-10-27,Emlak danışmanı sabit maaşı,0,46140,Maaş
2024-10-28,Araç yakıt,0,2773,Lojistik
2024-10-29,Asistan maaşı,0,37586,Maaş
2024-11-02,Telefon,0,2518,Fatura
2024-11-03,Hepsiemlak ilan ücreti,0,12805,Pazarlama
2024-11-10,Ofis kirası (cadde dükkan),0,35349,Kira
2024-11-11,Aylık portföy yönetim,67512,0,Satış
2024-11-13,Kiralık komisyon,69088,0,Satış
2024-11-13,Asistan maaşı,0,38360,Maaş
2024-11-17,Emlak danışmanı sabit maaşı,0,38992,Maaş
2024-11-17,Elektrik,0,2720,Fatura
2024-11-19,Aylık portföy yönetim,62058,0,Satış
2024-11-19,Tapu işlem danışmanlık,18117,0,Diğer Gelir
2024-11-19,Telefon,0,2518,Fatura
2024-11-20,Hepsiemlak ilan ücreti,0,15946,Pazarlama
2024-11-22,Stopaj,0,11091,Vergi
2024-11-26,Araç yakıt,0,7919,Lojistik
2024-11-26,CRM yazılım abonelik,0,3529,Teknoloji
2024-11-30,Instagram reklam,0,13866,Pazarlama
2024-12-04,Instagram reklam,0,17782,Pazarlama
2024-12-04,Telefon,0,6353,Fatura
2024-12-11,Aylık portföy yönetim,66218,0,Satış
2024-12-12,Emlak danışmanı sabit maaşı,0,26059,Maaş
2024-12-14,Araç yakıt,0,2545,Lojistik
2024-12-16,Sahibinden.com ilan paketi,0,18533,Pazarlama
2024-12-20,Aylık portföy yönetim,52782,0,Satış
2024-12-24,Satış komisyon tahsilatı,46984,0,Satış
2024-12-24,Stopaj,0,8836,Vergi
2024-12-27,Müşteri ziyaret giderleri,0,2816,Lojistik
2024-12-29,CRM yazılım abonelik,0,2328,Teknoloji
2024-12-30,Emlak danışmanı sabit maaşı,0,23811,Maaş
2024-12-31,Ofis kirası (cadde dükkan),0,23777,Kira
2025-01-03,Kiralık komisyon,51706,0,Satış
2025-01-06,Telefon,0,5941,Fatura
2025-01-07,Google Ads kampanya,0,8804,Pazarlama
2025-01-09,Değerleme raporu ücreti,7431,0,Diğer Gelir
2025-01-09,Ofis kirası (cadde dükkan),0,27374,Kira
2025-01-12,Müşteri ziyaret giderleri,0,4963,Lojistik
2025-01-14,Asistan maaşı,0,49010,Maaş
2025-01-15,Satış komisyon tahsilatı,67139,0,Satış
2025-01-15,Sahibinden.com ilan paketi,0,8959,Pazarlama
2025-01-15,Sahibinden.com ilan paketi,0,7498,Pazarlama
2025-01-15,Stopaj,0,8399,Vergi
2025-01-24,Tapu işlem danışmanlık,6001,0,Diğer Gelir
2025-01-25,CRM yazılım abonelik,0,3039,Teknoloji
2025-01-31,Yatırımcıya konut tahsis komisyonu,56609,0,Satış
2025-01-31,Sahibinden.com ilan paketi,0,8315,Pazarlama
2025-02-04,Kiralık komisyon,43872,0,Satış
2025-02-04,Sahibinden.com ilan paketi,0,7859,Pazarlama
2025-02-04,KDV ödemesi,0,9954,Vergi
2025-02-05,Asistan maaşı,0,28929,Maaş
2025-02-08,Asistan maaşı,0,37035,Maaş
2025-02-08,Hepsiemlak ilan ücreti,0,7189,Pazarlama
2025-02-09,Hepsiemlak ilan ücreti,0,6910,Pazarlama
2025-02-12,İnternet,0,4317,Fatura
2025-02-13,Elektrik,0,4211,Fatura
2025-02-13,Araç yakıt,0,2159,Lojistik
2025-02-15,Sahibinden.com ilan paketi,0,8018,Pazarlama
2025-02-17,Kiralık komisyon,51741,0,Satış
2025-02-17,Sahibinden.com ilan paketi,0,7660,Pazarlama
2025-02-17,Araç yakıt,0,1893,Lojistik
2025-02-18,Değerleme raporu ücreti,17009,0,Diğer Gelir
2025-02-19,Ticari gayrimenkul komisyonu,58147,0,Satış
2025-02-21,Araç yakıt,0,1835,Lojistik
2025-02-26,Yatırımcıya konut tahsis komisyonu,50922,0,Satış
2025-02-27,CRM yazılım abonelik,0,3425,Teknoloji
2025-02-28,Ofis kirası (cadde dükkan),0,32194,Kira
2025-03-01,Sahibinden.com ilan paketi,0,14846,Pazarlama
2025-03-02,Emlak danışmanı sabit maaşı,0,38255,Maaş
2025-03-02,Instagram reklam,0,14000,Pazarlama
2025-03-02,Müşteri ziyaret giderleri,0,4543,Lojistik
2025-03-05,Kiralık komisyon,97017,0,Satış
2025-03-14,Hepsiemlak ilan ücreti,0,13192,Pazarlama
2025-03-14,Stopaj,0,14223,Vergi
2025-03-14,CRM yazılım abonelik,0,4057,Teknoloji
2025-03-16,Google Ads kampanya,0,14915,Pazarlama
2025-03-18,Kiralık komisyon,83215,0,Satış
2025-03-18,Araç yakıt,0,4284,Lojistik
2025-03-24,Telefon,0,12316,Fatura
2025-03-25,Asistan maaşı,0,42523,Maaş
2025-03-26,Aylık portföy yönetim,101785,0,Satış
2025-03-30,Ofis kirası (cadde dükkan),0,37077,Kira
